Name;DriverNum;Lap;Time;Elapsed;Stint;Fuel Corrected Laptime;Stint Length;Lap in stint
T. GLOCK;24;1;141,018;321,018;1;140,808;3;1
T. GLOCK;24;2;139,228;460,246;1;139,123;3;2
T. GLOCK;24;3;148,62;608,866;1;148,62;3;3
T. GLOCK;24;5;130,062;1197,854;2;129,747;4;1
T. GLOCK;24;6;142,353;1340,207;2;142,143;4;2
T. GLOCK;24;7;127,654;1467,861;2;127,549;4;3
T. GLOCK;24;8;138,418;1606,279;2;138,418;4;4
T. GLOCK;24;10;117,885;2464,338;3;117,465;5;1
T. GLOCK;24;11;116,631;2580,969;3;116,316;5;2
T. GLOCK;24;12;115,687;2696,656;3;115,477;5;3
T. GLOCK;24;13;115,494;2812,15;3;115,389;5;4
T. GLOCK;24;14;126,082;2938,232;3;126,082;5;5
T. GLOCK;24;17;152,277;4595,558;5;152,172;2;1
T. GLOCK;24;18;144,364;4739,922;5;144,364;2;2
T. GLOCK;24;20;139,109;5342,153;6;138,899;3;1
T. GLOCK;24;21;152,838;5494,991;6;152,733;3;2
T. GLOCK;24;22;167,651;5662,642;6;167,651;3;3
J. D'AMBROSIO;25;1;150,336;183,336;1;149,706;7;1
J. D'AMBROSIO;25;2;141,571;324,907;1;141,046;7;2
J. D'AMBROSIO;25;3;141,487;466,394;1;141,067;7;3
J. D'AMBROSIO;25;4;139,952;606,346;1;139,637;7;4
J. D'AMBROSIO;25;5;139,293;745,639;1;139,083;7;5
J. D'AMBROSIO;25;6;136,207;881,846;1;136,102;7;6
J. D'AMBROSIO;25;7;145,928;1027,774;1;145,928;7;7
J. D'AMBROSIO;25;9;130,23;1695,966;2;130,125;2;1
J. D'AMBROSIO;25;10;139,942;1835,908;2;139,942;2;2
J. D'AMBROSIO;25;12;119,031;2404,737;3;118,506;6;1
J. D'AMBROSIO;25;13;117,151;2521,888;3;116,731;6;2
J. D'AMBROSIO;25;14;131,121;2653,009;3;130,806;6;3
J. D'AMBROSIO;25;15;117,695;2770,704;3;117,485;6;4
J. D'AMBROSIO;25;16;116,816;2887,52;3;116,711;6;5
J. D'AMBROSIO;25;17;138,333;3025,853;3;138,333;6;6
J. D'AMBROSIO;25;19;153,245;5461,056;4;153,245;1;1
H. KOVALAINEN;20;1;141,155;257,155;1;140,945;3;1
H. KOVALAINEN;20;2;138,839;395,994;1;138,734;3;2
H. KOVALAINEN;20;3;151,119;547,113;1;151,119;3;3
H. KOVALAINEN;20;5;131,361;1591,954;2;131,046;4;1
H. KOVALAINEN;20;6;126,419;1718,373;2;126,209;4;2
H. KOVALAINEN;20;7;126,163;1844,536;2;126,058;4;3
H. KOVALAINEN;20;8;141,961;1986,497;2;141,961;4;4
