Name;DriverNum;Lap;Time;Elapsed;Stint;Fuel Corrected Laptime;Stint Length;Lap in stint
T. GLOCK;24;2;133,04;1068,993;1;133,04;1;1
T. GLOCK;24;5;130,488;4756,279;3;130,208;6;1
T. GLOCK;24;6;97,158;4853,437;3;96,934;6;2
T. GLOCK;24;7;91,502;4944,939;3;91,334;6;3
T. GLOCK;24;8;91,052;5035,991;3;90,94;6;4
T. GLOCK;24;9;92,719;5128,71;3;92,663;6;5
T. GLOCK;24;10;113,763;5242,473;3;113,763;6;6
J. D'AMBROSIO;25;2;103,577;722,456;1;103,521;2;1
J. D'AMBROSIO;25;3;114,483;836,939;1;114,483;2;2
J. D'AMBROSIO;25;5;111,095;1424,758;2;111,095;1;1
J. D'AMBROSIO;25;7;112,066;2000,599;3;112,066;1;1
J. D'AMBROSIO;25;9;95,253;2687,477;4;94,917;7;1
J. D'AMBROSIO;25;10;94,347;2781,824;4;94,067;7;2
J. D'AMBROSIO;25;11;93,956;2875,78;4;93,732;7;3
J. D'AMBROSIO;25;12;92,632;2968,412;4;92,464;7;4
J. D'AMBROSIO;25;13;92,123;3060,535;4;92,011;7;5
J. D'AMBROSIO;25;14;95,768;3156,303;4;95,712;7;6
J. D'AMBROSIO;25;15;104,167;3260,47;4;104,167;7;7
J. D'AMBROSIO;25;17;94,166;4002,065;5;93,998;4;1
J. D'AMBROSIO;25;18;92,523;4094,588;5;92,411;4;2
J. D'AMBROSIO;25;19;91,899;4186,487;5;91,843;4;3
J. D'AMBROSIO;25;20;92,62;4279,107;5;92,62;4;4
H. KOVALAINEN;20;2;91,563;2041,004;1;91,227;7;1
H. KOVALAINEN;20;3;90,496;2131,5;1;90,216;7;2
H. KOVALAINEN;20;4;98,918;2230,418;1;98,694;7;3
H. KOVALAINEN;20;5;90,201;2320,619;1;90,033;7;4
H. KOVALAINEN;20;6;97,262;2417,881;1;97,15;7;5
H. KOVALAINEN;20;7;89,539;2507,42;1;89,483;7;6
H. KOVALAINEN;20;8;100,218;2607,638;1;100,218;7;7
K. CHANDHOK;21;3;98,129;2460,737;2;97,849;6;1
K. CHANDHOK;21;4;92,421;2553,158;2;92,197;6;2
K. CHANDHOK;21;5;92,514;2645,672;2;92,346;6;3
K. CHANDHOK;21;6;91,205;2736,877;2;91,093;6;4
K. CHANDHOK;21;7;90,849;2827,726;2;90,793;6;5
K. CHANDHOK;21;8;103,198;2930,924;2;103,198;6;6
K. CHANDHOK;21;10;93,234;4172,959;3;92,786;9;1
K. CHANDHOK;21;11;91,405;4264,364;3;91,013;9;2
K. CHANDHOK;21;12;94,617;4358,981;3;94,281;9;3
K. CHANDHOK;21;13;93,967;4452,948;3;93,687;9;4
K. CHANDHOK;21;14;90,489;4543,437;3;90,265;9;5
K. CHANDHOK;21;15;91,218;4634,655;3;91,05;9;6
K. CHANDHOK;21;16;90,731;4725,386;3;90,619;9;7
K. CHANDHOK;21;17;90,148;4815,534;3;90,092;9;8
K. CHANDHOK;21;18;114,934;4930,468;3;114,934;9;9
D. RICCIARDO;22;2;94,675;1627,433;1;94,283;8;1
D. RICCIARDO;22;3;93,223;1720,656;1;92,887;8;2
D. RICCIARDO;22;4;92,124;1812,78;1;91,844;8;3
D. RICCIARDO;22;5;92,039;1904,819;1;91,815;8;4
D. RICCIARDO;22;6;91,683;1996,502;1;91,515;8;5
D. RICCIARDO;22;7;91,355;2087,857;1;91,243;8;6
D. RICCIARDO;22;8;91,363;2179,22;1;91,307;8;7
D. RICCIARDO;22;9;101,707;2280,927;1;101,707;8;8
D. RICCIARDO;22;11;91,839;3111,898;2;91,447;8;1
